workclass,education-num,marital-status,sex,hours-per-week,native-country,decision
 Private,10, Married-civ-spouse, Male,38, United-States, <=50K
 Self-emp-inc,12, Divorced, Female,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,37, United-States, <=50K
 Private,10, Married-civ-spouse, Male,36, United-States, >50K
 Private,14, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-not-inc,15, Divorced, Male,60, United-States, >50K
 Self-emp-not-inc,12, Never-married, Female,25, United-States, <=50K
 Private,9, Never-married, Male,40, ?, <=50K
 Private,9, Never-married, Female,20, United-States, <=50K
 ?,14, Married-civ-spouse, Female,40, United-States, >50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,65, United-States, <=50K
 State-gov,10, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,13, Married-civ-spouse, Male,35, United-States, >50K
 Private,9, Married-civ-spouse, Male,35, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,75, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Female,32, United-States, <=50K
 Private,10, Never-married, Male,45, United-States, <=50K
 Federal-gov,10, Married-civ-spouse, Male,40, Puerto-Rico, >50K
 State-gov,16, Never-married, Female,70, United-States, <=50K
 Private,13, Never-married, Male,20, United-States, <=50K
 Private,10, Divorced, Male,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Local-gov,14, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,15, Married-civ-spouse, Male,50, United-States, >50K
 Private,7, Never-married, Male,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,55, United-States, >50K
 ?,14, Divorced, Female,55, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, Philippines, >50K
 Private,10, Never-married, Female,15, United-States, <=50K
 Private,6, Divorced, Male,70, United-States, <=50K
 Private,13, Divorced, Female,40, United-States, <=50K
 Private,10, Separated, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Female,50, United-States, <=50K
 Private,10, Never-married, Male,8, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,7, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,10, Divorced, Female,44, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 State-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,14, Separated, Male,60, Iran, >50K
 Private,8, Never-married, Male,40, United-States, <=50K
 State-gov,9, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,5, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,13, Divorced, Female,40, United-States, <=50K
 Federal-gov,10, Married-civ-spouse, Female,40, United-States, >50K
 Private,11, Married-civ-spouse, Male,24, United-States, <=50K
 State-gov,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-not-inc,10, Married-spouse-absent, Male,50, United-States, <=50K
 Local-gov,9, Widowed, Female,20, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,9, Married-spouse-absent, Male,40, United-States, <=50K
 Private,10, Divorced, Female,32, United-States, <=50K
 Private,9, Widowed, Female,13, United-States, <=50K
 Private,11, Separated, Male,48, United-States, >50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,6, Never-married, Female,40, United-States, <=50K
 ?,13, Never-married, Female,30, United-States, <=50K
 Private,7, Never-married, Female,8, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 ?,9, Separated, Female,8, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 ?,13, Married-spouse-absent, Male,30, United-States, <=50K
 Private,10, Widowed, Female,45, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Male,30, United-States, <=50K
 Private,10, Married-spouse-absent, Male,45, Mexico, <=50K
 Local-gov,14, Married-civ-spouse, Female,50, England, >50K
 Private,7, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Male,25, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,36, Haiti, <=50K
 Federal-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,14, Married-civ-spouse, Male,80, United-States, >50K
 Private,13, Never-married, Male,45, ?, <=50K
 Self-emp-inc,16, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Female,40, United-States, >50K
 Private,5, Never-married, Male,49, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 ?,10, Never-married, Male,20, United-States, <=50K
 Private,13, Married-civ-spouse, Female,52, Japan, >50K
 Private,7, Divorced, Male,8, United-States, <=50K
 Private,9, Never-married, Male,30, United-States, <=50K
 Private,10, Never-married, Female,16, United-States, <=50K
 Private,10, Never-married, Female,16, United-States, <=50K
 Local-gov,13, Divorced, Female,25, United-States, >50K
 Private,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,6, Never-married, Female,15, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Separated, Male,40, United-States, <=50K
 ?,10, Never-married, Male,25, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, <=50K
 Federal-gov,10, Married-civ-spouse, Male,55, United-States, >50K
 Self-emp-not-inc,9, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Self-emp-not-inc,4, Married-civ-spouse, Male,35, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Male,45, United-States, <=50K
 ?,10, Never-married, Female,32, United-States, <=50K
 Private,6, Divorced, Female,40, United-States, <=50K
 Local-gov,9, Divorced, Female,40, United-States, <=50K
 Private,13, Divorced, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,4, Divorced, Female,40, United-States, <=50K
 Private,9, Married-spouse-absent, Male,40, United-States, <=50K
 ?,13, Married-civ-spouse, Male,40, Italy, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Federal-gov,12, Never-married, Male,40, United-States, <=50K
 Private,14, Divorced, Male,28, United-States, <=50K
 Private,7, Never-married, Male,39, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,13, Divorced, Female,8, Cuba, <=50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 ?,15, Married-civ-spouse, Female,25, ?, <=50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Never-worked,7, Never-married, Female,10, United-States, <=50K
 Local-gov,9, Widowed, Female,30, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, Poland, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Female,60, United-States, <=50K
 Private,3, Married-civ-spouse, Male,40, Mexico, <=50K
 Private,10, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,30, United-States, <=50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, Jamaica, >50K
 Private,10, Divorced, Male,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Local-gov,4, Divorced, Male,40, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,8, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 State-gov,10, Never-married, Female,35, United-States, <=50K
 Federal-gov,9, Married-civ-spouse, Male,40, England, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,5, Married-civ-spouse, Male,56, ?, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Divorced, Female,60, Vietnam, <=50K
 Self-emp-inc,9, Never-married, Male,50, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,42, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, Scotland, >50K
 Private,10, Divorced, Female,50, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,15, Married-civ-spouse, Female,30, United-States, >50K
 Private,13, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-inc,13, Divorced, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,5, Married-civ-spouse, Male,42, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,7, Never-married, Female,30, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,15, Divorced, Female,44, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Married-civ-spouse, Female,40, United-States, >50K
 Private,13, Married-spouse-absent, Female,40, Philippines, <=50K
 Private,11, Never-married, Female,40, United-States, <=50K
 Local-gov,12, Never-married, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Married-civ-spouse, Male,55, United-States, >50K
 Self-emp-not-inc,10, Divorced, Male,40, United-States, <=50K
 Self-emp-not-inc,11, Never-married, Male,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,7, Never-married, Female,40, United-States, <=50K
 Federal-gov,14, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Never-married, Male,40, United-States, <=50K
 ?,8, Divorced, Female,40, Canada, <=50K
 Private,9, Divorced, Female,32, United-States, <=50K
 Private,8, Never-married, Male,42, England, <=50K
 ?,10, Widowed, Female,40, United-States, <=50K
 Private,9, Separated, Female,48, United-States, <=50K
 Self-emp-not-inc,10, Separated, Female,50, United-States, <=50K
 Private,9, Separated, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,3, Never-married, Male,48, Guatemala, <=50K
 Private,9, Married-civ-spouse, Male,48, United-States, <=50K
 Private,11, Never-married, Male,50, United-States, <=50K
 Private,14, Married-civ-spouse, Male,60, United-States, >50K
 Federal-gov,9, Divorced, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,60, United-States, <=50K
 Self-emp-inc,5, Divorced, Male,45, United-States, <=50K
 Local-gov,14, Never-married, Female,55, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Divorced, Female,40, Jamaica, <=50K
 Private,4, Divorced, Female,40, United-States, <=50K
 Self-emp-inc,14, Divorced, Male,60, India, >50K
 Private,6, Divorced, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,20, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,35, Ireland, <=50K
 Private,3, Widowed, Male,20, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,16, Married-civ-spouse, Male,40, Japan, >50K
 Private,14, Never-married, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Female,37, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,84, United-States, <=50K
 Private,5, Never-married, Female,35, United-States, <=50K
 Self-emp-not-inc,9, Divorced, Male,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Married-civ-spouse, Male,24, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,30, United-States, >50K
 ?,9, Married-civ-spouse, Female,35, United-States, <=50K
 Private,9, Never-married, Female,24, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,8, Never-married, Female,25, United-States, <=50K
 Private,1, Married-civ-spouse, Male,30, Mexico, <=50K
 Private,15, Divorced, Male,55, United-States, >50K
 Private,15, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Never-married, Male,20, United-States, <=50K
 Private,14, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
